"","DataSet","n","GeneSymbol","GeneID","GeneName","Chr","FoldChange","Regulation","FDR","Location","Type","Depleted","SCNT","miNT","TSA","FoldChange_allR"
"990","Srirattana2017_SF3",NA,"CKB","516210","creatine kinase B",NA,5.208976758,"Up",0.0103,"Cytoplasm","kinase",1,0,1,1,5.208976758
"991","Srirattana2017_SF3",NA,"ELL2","782605","elongation factor for RNA polymerase II 2",NA,4.115306832,"Down",0.0103,"Nucleus","transcription regulator",1,0,1,1,-4.115306832
"992","Srirattana2017_SF3",NA,"LOC780876","780876",NA,NA,3.755486989,"Down",0.0103,"Undetermined",NA,1,0,1,1,-3.755486989
"993","Srirattana2017_SF3",NA,"MYSM1","515332","Myb like, SWIRM and MPN domains 1",NA,3.43664302,"Down",0.0103,"Nucleus","enzyme",1,0,1,1,-3.43664302
"994","Srirattana2017_SF3",NA,"VPS35","521864","VPS35 retromer complex component",NA,3.361255009,"Down",0.0103,"Cytoplasm","transporter",1,0,1,1,-3.361255009
"995","Srirattana2017_SF3",NA,"ZNF215","529157","zinc finger protein 215",NA,4.152557082,"Down",0.0103,"Nucleus","transcription regulator",1,0,1,1,-4.152557082
"996","Srirattana2017_SF3",NA,"CCAR1","767587","cell division cycle and apoptosis regulator 1",NA,3.936736088,"Down",0.0106,"Nucleus","transcription regulator",1,0,1,1,-3.936736088
"997","Srirattana2017_SF3",NA,"HIP1","505919","huntingtin interacting protein 1",NA,6.901930756,"Up",0.0106,"Cytoplasm","other",1,0,1,1,6.901930756
"998","Srirattana2017_SF3",NA,"HSP90B1","282646","heat shock protein 90 beta family member 1",NA,3.173335373,"Down",0.0106,"Cytoplasm","other",1,0,1,1,-3.173335373
"999","Srirattana2017_SF3",NA,"KMT2E","539121","lysine methyltransferase 2E",NA,4.23393758,"Down",0.0106,"Nucleus","enzyme",1,0,1,1,-4.23393758
"1000","Srirattana2017_SF3",NA,"OCIAD1","533520","OCIA domain containing 1",NA,3.164549205,"Down",0.0106,"Cytoplasm","other",1,0,1,1,-3.164549205
"1001","Srirattana2017_SF3",NA,"THAP5","614615","THAP domain containing 5",NA,3.901421846,"Down",0.0106,"Nucleus","other",1,0,1,1,-3.901421846
"1002","Srirattana2017_SF3",NA,"TPM4","535277","tropomyosin 4",NA,2.291035796,"Down",0.0106,"Cytoplasm","other",1,0,1,1,-2.291035796
"1003","Srirattana2017_SF3",NA,"TPT1","326599","tumor protein, translationally-controlled 1",NA,5.704102869,"Down",0.0106,"Cytoplasm","other",1,0,1,1,-5.704102869
"1004","Srirattana2017_SF3",NA,"XIST","338325","X inactive specific transcript (non-protein coding)",NA,2.751083636,"Down",0.0106,"Nucleus","other",1,0,1,1,-2.751083636
"1005","Srirattana2017_SF3",NA,"DNTTIP2","511258","deoxynucleotidyltransferase terminal interacting protein 2",NA,3.513721873,"Down",0.0108,"Nucleus","other",1,0,1,1,-3.513721873
"1006","Srirattana2017_SF3",NA,"TTC7A","616640","tetratricopeptide repeat domain 7A",NA,155.7404619,"Up",0.012,"Plasma Membrane","other",1,0,1,1,155.7404619
"1007","Srirattana2017_SF3",NA,"ATP1A1","282144","ATPase Na+/K+ transporting subunit alpha 1",NA,2.973165969,"Up",0.0121,"Plasma Membrane","transporter",1,0,1,1,2.973165969
"1008","Srirattana2017_SF3",NA,"UACA","281559","uveal autoantigen with coiled-coil domains and ankyrin repeats",NA,5.108855037,"Down",0.0121,"Cytoplasm","other",1,0,1,1,-5.108855037
"1009","Srirattana2017_SF3",NA,"DYNLT3","613349","dynein light chain Tctex-type 3",NA,4.681594566,"Down",0.0123,"Cytoplasm","other",1,0,1,1,-4.681594566
"1010","Srirattana2017_SF3",NA,"CEP135","509483","centrosomal protein 135",NA,3.326488393,"Down",0.0124,"Cytoplasm","other",1,0,1,1,-3.326488393
"1011","Srirattana2017_SF3",NA,"RBBP8","512977","RB binding protein 8, endonuclease",NA,3.07801444,"Down",0.0124,"Nucleus","enzyme",1,0,1,1,-3.07801444
"1012","Srirattana2017_SF3",NA,"DNAJC2","507897","DnaJ heat shock protein family (Hsp40) member C2",NA,3.625047753,"Down",0.013,"Nucleus","other",1,0,1,1,-3.625047753
"1013","Srirattana2017_SF3",NA,"ARPP19","282658","cAMP regulated phosphoprotein 19",NA,3.365917929,"Down",0.0135,"Cytoplasm","transporter",1,0,1,1,-3.365917929
"1014","Srirattana2017_SF3",NA,"LARP4","539286","La ribonucleoprotein domain family member 4",NA,2.885857374,"Down",0.0135,"Other","other",1,0,1,1,-2.885857374
"1015","Srirattana2017_SF3",NA,"NSRP1","539841","nuclear speckle splicing regulatory protein 1",NA,5.155098522,"Down",0.0135,"Nucleus","other",1,0,1,1,-5.155098522
"1016","Srirattana2017_SF3",NA,"PTPN12","531877","protein tyrosine phosphatase, non-receptor type 12",NA,4.095387602,"Down",0.014,"Cytoplasm","phosphatase",1,0,1,1,-4.095387602
"1017","Srirattana2017_SF3",NA,"COTL1","617165","coactosin like F-actin binding protein 1",NA,3.706352248,"Up",0.0146,"Cytoplasm","other",1,0,1,1,3.706352248
"1018","Srirattana2017_SF3",NA,"GOLGA4","538893","golgin A4",NA,3.533260206,"Down",0.0146,"Cytoplasm","other",1,0,1,1,-3.533260206
"1019","Srirattana2017_SF3",NA,"IGSF3","530939","immunoglobulin superfamily member 3",NA,96.87147475,"Up",0.0146,"Plasma Membrane","other",1,0,1,1,96.87147475
"1020","Srirattana2017_SF3",NA,"KTN1","537619","kinectin 1",NA,2.989698497,"Down",0.0146,"Plasma Membrane","transmembrane receptor",1,0,1,1,-2.989698497
"1021","Srirattana2017_SF3",NA,"PAPOLA","338051","poly(A) polymerase alpha",NA,2.533268507,"Down",0.0146,"Nucleus","enzyme",1,0,1,1,-2.533268507
"1022","Srirattana2017_SF3",NA,"RAB6A","616537","RAB6A, member RAS oncogene family",NA,3.071620539,"Down",0.0146,"Cytoplasm","enzyme",1,0,1,1,-3.071620539
"1023","Srirattana2017_SF3",NA,"RPL17","514046","ribosomal protein L17",NA,3.813194181,"Down",0.0146,"Cytoplasm","other",1,0,1,1,-3.813194181
"1024","Srirattana2017_SF3",NA,"FCHO2","540808","FCH domain only 2",NA,6.224681412,"Down",0.0148,"Cytoplasm","other",1,0,1,1,-6.224681412
"1025","Srirattana2017_SF3",NA,"ZNF644","539923","zinc finger protein 644",NA,4.340917488,"Down",0.0148,"Nucleus","other",1,0,1,1,-4.340917488
"1026","Srirattana2017_SF3",NA,"AMD1","280997","adenosylmethionine decarboxylase 1",NA,3.335724175,"Down",0.0151,"Cytoplasm","enzyme",1,0,1,1,-3.335724175
"1027","Srirattana2017_SF3",NA,"UBE2D3","326583","ubiquitin conjugating enzyme E2 D3",NA,2.863937482,"Down",0.0151,"Cytoplasm","enzyme",1,0,1,1,-2.863937482
"1028","Srirattana2017_SF3",NA,"AP5S1","618505","adaptor related protein complex 5 sigma 1 subunit",NA,88.46286122,"Up",0.0154,"Cytoplasm","other",1,0,1,1,88.46286122
"1029","Srirattana2017_SF3",NA,"PDCD10","506411","programmed cell death 10",NA,3.30351066,"Down",0.0154,"Cytoplasm","other",1,0,1,1,-3.30351066
"1030","Srirattana2017_SF3",NA,"RPS6","787914","ribosomal protein S6",NA,2.688869988,"Down",0.0154,"Cytoplasm","other",1,0,1,1,-2.688869988
"1031","Srirattana2017_SF3",NA,"TOP1","534799","topoisomerase (DNA) I",NA,3.202059243,"Down",0.0154,"Nucleus","enzyme",1,0,1,1,-3.202059243
"1032","Srirattana2017_SF3",NA,"ANKRD1","510376","ankyrin repeat domain 1",NA,49.8665331,"Down",0.0163,"Cytoplasm","transcription regulator",1,0,1,1,-49.8665331
"1033","Srirattana2017_SF3",NA,"CHSY1","281690","chondroitin sulfate synthase 1",NA,4.59479342,"Down",0.0163,"Cytoplasm","enzyme",1,0,1,1,-4.59479342
"1034","Srirattana2017_SF3",NA,"ZC3H15","535102","zinc finger CCCH-type containing 15",NA,3.458148925,"Down",0.0163,"Nucleus","other",1,0,1,1,-3.458148925
"1035","Srirattana2017_SF3",NA,"CEP83","618145","centrosomal protein 83",NA,3.776369677,"Down",0.0171,"Extracellular Space","other",1,0,1,1,-3.776369677
"1036","Srirattana2017_SF3",NA,"CRIPT","617723","CXXC repeat containing interactor of PDZ3 domain",NA,3.858392738,"Down",0.0171,"Cytoplasm","other",1,0,1,1,-3.858392738
"1037","Srirattana2017_SF3",NA,"ACTN4","522269","actinin alpha 4",NA,5.187358219,"Up",0.0172,"Cytoplasm","transcription regulator",1,0,1,1,5.187358219
"1038","Srirattana2017_SF3",NA,"DZIP3","537349","DAZ interacting zinc finger protein 3",NA,6.741174636,"Down",0.0172,"Cytoplasm","enzyme",1,0,1,1,-6.741174636
"1039","Srirattana2017_SF3",NA,"NAMPT","520472","nicotinamide phosphoribosyltransferase",NA,3.923116016,"Down",0.0172,"Extracellular Space","cytokine",1,0,1,1,-3.923116016
"1040","Srirattana2017_SF3",NA,"PRKAA1","540404","protein kinase AMP-activated catalytic subunit alpha 1",NA,4.172754374,"Down",0.0172,"Cytoplasm","kinase",1,0,1,1,-4.172754374
"1041","Srirattana2017_SF3",NA,"PTGR2","506263","prostaglandin reductase 2",NA,4.075564786,"Down",0.0172,"Cytoplasm","enzyme",1,0,1,1,-4.075564786
"1042","Srirattana2017_SF3",NA,"SLC25A36","510392","solute carrier family 25 member 36",NA,4.198866734,"Down",0.0172,"Cytoplasm","transporter",1,0,1,1,-4.198866734
"1043","Srirattana2017_SF3",NA,"THBD","281529","thrombomodulin",NA,78.08643266,"Up",0.0172,"Plasma Membrane","transmembrane receptor",1,0,1,1,78.08643266
"1044","Srirattana2017_SF3",NA,"TMED2","100140040","transmembrane p24 trafficking protein 2",NA,3.166743463,"Down",0.0172,"Cytoplasm","transporter",1,0,1,1,-3.166743463
"1045","Srirattana2017_SF3",NA,"PDP1","280891","pyruvate dehyrogenase phosphatase catalytic subunit 1",NA,3.555370725,"Down",0.0178,"Cytoplasm","phosphatase",1,0,1,1,-3.555370725
"1046","Srirattana2017_SF3",NA,"PSMD12","538204","proteasome 26S subunit, non-ATPase 12",NA,2.859969973,"Down",0.0178,"Cytoplasm","other",1,0,1,1,-2.859969973
"1047","Srirattana2017_SF3",NA,"RAD50","788127","RAD50 double strand break repair protein",NA,4.281154794,"Down",0.0181,"Nucleus","enzyme",1,0,1,1,-4.281154794
"1048","Srirattana2017_SF3",NA,"HERC4","533336","HECT and RLD domain containing E3 ubiquitin protein ligase 4",NA,3.370587318,"Down",0.0191,"Cytoplasm","enzyme",1,0,1,1,-3.370587318
"1049","Srirattana2017_SF3",NA,"LARP7","505053","La ribonucleoprotein domain family member 7",NA,3.652793,"Down",0.0191,"Nucleus","other",1,0,1,1,-3.652793
"1050","Srirattana2017_SF3",NA,"FAM60A","538649","family with sequence similarity 60 member A",NA,3.688412472,"Down",0.0193,"Extracellular Space","other",1,0,1,1,-3.688412472
"1051","Srirattana2017_SF3",NA,"MITD1","504291","microtubule interacting and trafficking domain containing 1",NA,6.811629662,"Down",0.0193,"Cytoplasm","other",1,0,1,1,-6.811629662
"1052","Srirattana2017_SF3",NA,"ROCK2","282041","Rho associated coiled-coil containing protein kinase 2",NA,3.222097164,"Down",0.0193,"Cytoplasm","kinase",1,0,1,1,-3.222097164
"1053","Srirattana2017_SF3",NA,"ZNF22","768051","zinc finger protein 22",NA,6.525099947,"Down",0.0193,"Nucleus","other",1,0,1,1,-6.525099947
"1054","Srirattana2017_SF3",NA,"RASA2","533491","RAS p21 protein activator 2",NA,4.633171225,"Down",0.0195,"Cytoplasm","other",1,0,1,1,-4.633171225
"1055","Srirattana2017_SF3",NA,"HIAT1",NA,"major facilitator superfamily domain containing 14A",NA,3.149231906,"Down",0.0206,"Other","transporter",1,0,1,1,-3.149231906
"1056","Srirattana2017_SF3",NA,"RAP1A","282031","RAP1A, member of RAS oncogene family",NA,3.853047576,"Down",0.0206,"Cytoplasm","enzyme",1,0,1,1,-3.853047576
"1057","Srirattana2017_SF3",NA,"SLC34A2","282484","solute carrier family 34 member 2",NA,4.900741328,"Up",0.0206,"Plasma Membrane","transporter",1,0,1,1,4.900741328
"1058","Srirattana2017_SF3",NA,"TMEM68","534013","transmembrane protein 68",NA,5.024569525,"Down",0.0206,"Other","other",1,0,1,1,-5.024569525
"1059","Srirattana2017_SF3",NA,"YES1","507632","YES proto-oncogene 1, Src family tyrosine kinase",NA,2.863937482,"Down",0.0206,"Cytoplasm","kinase",1,0,1,1,-2.863937482
"1060","Srirattana2017_SF3",NA,"PPIG","783720","peptidylprolyl isomerase G",NA,4.976046613,"Down",0.021,"Nucleus","enzyme",1,0,1,1,-4.976046613
"1061","Srirattana2017_SF3",NA,"SCYL1","515247","SCY1 like pseudokinase 1",NA,47.14392595,"Up",0.0211,"Cytoplasm","kinase",1,0,1,1,47.14392595
"1062","Srirattana2017_SF3",NA,"PPP1R12A","538606","protein phosphatase 1 regulatory subunit 12A",NA,2.586497864,"Down",0.0214,"Cytoplasm","phosphatase",1,0,1,1,-2.586497864
"1063","Srirattana2017_SF3",NA,"SYNE2","540504","spectrin repeat containing nuclear envelope protein 2",NA,2.538541772,"Down",0.0216,"Nucleus","other",1,0,1,1,-2.538541772
"1064","Srirattana2017_SF3",NA,"DSP","514360","desmoplakin",NA,2.66474965,"Up",0.0217,"Plasma Membrane","other",1,0,1,1,2.66474965
"1065","Srirattana2017_SF3",NA,"SGOL2","532412","shugoshin 2",NA,3.235525393,"Down",0.0225,"Nucleus","other",1,0,1,1,-3.235525393
"1066","Srirattana2017_SF3",NA,"PRDM14","100140032","PR domain 14",NA,81.45887586,"Up",0.0231,"Nucleus","other",1,0,1,1,81.45887586
"1067","Srirattana2017_SF3",NA,"C24H18orf21","512779",NA,NA,3.482202253,"Down",0.0232,"Undetermined",NA,1,0,1,1,-3.482202253
"1068","Srirattana2017_SF3",NA,"UBL7","511289","ubiquitin like 7",NA,65.89056534,"Up",0.0235,"Other","other",1,0,1,1,65.89056534
"1069","Srirattana2017_SF3",NA,"TAPBP","504335","TAP binding protein (tapasin)",NA,75.84593734,"Up",0.0236,"Cytoplasm","transporter",1,0,1,1,75.84593734
"1070","Srirattana2017_SF3",NA,"S100A11","337886","S100 calcium binding protein A11",NA,6.071277012,"Down",0.0239,"Cytoplasm","other",1,0,1,1,-6.071277012
"1071","Srirattana2017_SF3",NA,"SMIM19","515895","small integral membrane protein 19",NA,3.71921977,"Down",0.0239,"Nucleus","other",1,0,1,1,-3.71921977
"1072","Srirattana2017_SF3",NA,"ANKRD26","533620","ankyrin repeat domain 26",NA,4.349953563,"Down",0.024,"Nucleus","transcription regulator",1,0,1,1,-4.349953563
"1073","Srirattana2017_SF3",NA,"ATP5B","327675","ATP synthase, H+ transporting, mitochondrial F1 complex, beta polypeptide",NA,2.375119332,"Up",0.024,"Cytoplasm","transporter",1,0,1,1,2.375119332
"1074","Srirattana2017_SF3",NA,"DNMT3B","353354","DNA methyltransferase 3 beta",NA,3.640155296,"Up",0.024,"Nucleus","enzyme",1,0,1,1,3.640155296
"1075","Srirattana2017_SF3",NA,"FAM96A","512871","family with sequence similarity 96 member A",NA,2.414961183,"Down",0.024,"Extracellular Space","other",1,0,1,1,-2.414961183
"1076","Srirattana2017_SF3",NA,"FNBP1","538717","formin binding protein 1",NA,3.054634996,"Down",0.024,"Nucleus","enzyme",1,0,1,1,-3.054634996
"1077","Srirattana2017_SF3",NA,"LUC7L3","539955","LUC7 like 3 pre-mRNA splicing factor",NA,3.592529492,"Down",0.024,"Nucleus","other",1,0,1,1,-3.592529492
"1078","Srirattana2017_SF3",NA,"SLC39A10","521004","solute carrier family 39 member 10",NA,3.726961717,"Down",0.024,"Extracellular Space","transporter",1,0,1,1,-3.726961717
"1079","Srirattana2017_SF3",NA,"UQCRB","616871","ubiquinol-cytochrome c reductase binding protein",NA,3.20427951,"Down",0.024,"Cytoplasm","enzyme",1,0,1,1,-3.20427951
"1080","Srirattana2017_SF3",NA,"ZCRB1","504536","zinc finger CCHC-type and RNA binding motif containing 1",NA,3.372924441,"Down",0.024,"Nucleus","other",1,0,1,1,-3.372924441
"1081","Srirattana2017_SF3",NA,"ZNF677","525522","zinc finger protein 677",NA,4.665397479,"Down",0.024,"Other","other",1,0,1,1,-4.665397479
"1082","Srirattana2017_SF3",NA,"BLOC1S1","615149","biogenesis of lysosomal organelles complex 1 subunit 1",NA,60.5896724,"Up",0.0241,"Cytoplasm","other",1,0,1,1,60.5896724
"1083","Srirattana2017_SF3",NA,"MSL3","515220","male-specific lethal 3 homolog (Drosophila)",NA,3.224331326,"Down",0.0241,"Nucleus","transcription regulator",1,0,1,1,-3.224331326
"1084","Srirattana2017_SF3",NA,"PHAX","507478","phosphorylated adaptor for RNA export",NA,2.867910496,"Down",0.0241,"Cytoplasm","other",1,0,1,1,-2.867910496
"1085","Srirattana2017_SF3",NA,"RPS15A","337888","ribosomal protein S15a",NA,9.29851286,"Down",0.0241,"Cytoplasm","other",1,0,1,1,-9.29851286
"1086","Srirattana2017_SF3",NA,"SNHG3","100505379","small nucleolar RNA host gene 3",NA,6.134730639,"Down",0.0241,"Nucleus","other",1,0,1,1,-6.134730639
"1087","Srirattana2017_SF3",NA,"SRFBP1","617136","serum response factor binding protein 1",NA,4.475348404,"Down",0.0241,"Nucleus","other",1,0,1,1,-4.475348404
"1088","Srirattana2017_SF3",NA,"SYCP3","615896","synaptonemal complex protein 3",NA,3.518596304,"Down",0.0241,"Nucleus","other",1,0,1,1,-3.518596304
"1089","Srirattana2017_SF3",NA,"TMEM219","506622","transmembrane protein 219",NA,84.80044909,"Up",0.0241,"Plasma Membrane","other",1,0,1,1,84.80044909
"1090","Srirattana2017_SF3",NA,"DHFR","508809","dihydrofolate reductase",NA,4.138190326,"Down",0.0256,"Nucleus","enzyme",1,0,1,1,-4.138190326
"1091","Srirattana2017_SF3",NA,"PDPR","286844","pyruvate dehydrogenase phosphatase regulatory subunit",NA,40.33610853,"Up",0.0256,"Cytoplasm","enzyme",1,0,1,1,40.33610853
"1092","Srirattana2017_SF3",NA,"TMSB4","781334","thymosin beta 10",NA,7.813668232,"Down",0.0256,"Cytoplasm","other",1,0,1,1,-7.813668232
"1093","Srirattana2017_SF3",NA,"DNAJA1","528862","DnaJ heat shock protein family (Hsp40) member A1",NA,3.016760153,"Down",0.0258,"Nucleus","other",1,0,1,1,-3.016760153
"1094","Srirattana2017_SF3",NA,"MGAT1","534248","mannosyl (alpha-1,3-)-glycoprotein beta-1,2-N-acetylglucosaminyltransferase",NA,33.75431415,"Up",0.0258,"Cytoplasm","enzyme",1,0,1,1,33.75431415
"1095","Srirattana2017_SF3",NA,"HNRNPH3","539850","heterogeneous nuclear ribonucleoprotein H3",NA,2.926142441,"Down",0.026,"Nucleus","other",1,0,1,1,-2.926142441
"1096","Srirattana2017_SF3",NA,"ESRRA","507834","estrogen related receptor alpha",NA,50.52760875,"Up",0.0261,"Nucleus","ligand-dependent nuclear receptor",1,0,1,1,50.52760875
"1097","Srirattana2017_SF3",NA,"MTHFD1L","534296","methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like",NA,3.834397754,"Up",0.0266,"Cytoplasm","enzyme",1,0,1,1,3.834397754
"1098","Srirattana2017_SF3",NA,"HIF1A","281814","hypoxia inducible factor 1 alpha subunit",NA,2.735870608,"Down",0.0268,"Nucleus","transcription regulator",1,0,1,1,-2.735870608
"1099","Srirattana2017_SF3",NA,"CDH1","282637","cadherin 1",NA,2.363623094,"Up",0.0269,"Plasma Membrane","other",1,0,1,1,2.363623094
"1100","Srirattana2017_SF3",NA,"CDK13","511147","cyclin dependent kinase 13",NA,2.733974904,"Down",0.0269,"Nucleus","kinase",1,0,1,1,-2.733974904
"1101","Srirattana2017_SF3",NA,"GNAI3","539521","G protein subunit alpha i3",NA,2.350552657,"Down",0.0269,"Cytoplasm","enzyme",1,0,1,1,-2.350552657
"1102","Srirattana2017_SF3",NA,"SWAP70","533720","SWAP switching B-cell complex 70kDa subunit",NA,3.637633007,"Down",0.0269,"Cytoplasm","other",1,0,1,1,-3.637633007
"1103","Srirattana2017_SF3",NA,"CSNK1G3","407190","casein kinase 1 gamma 3",NA,3.162356466,"Down",0.027,"Cytoplasm","kinase",1,0,1,1,-3.162356466
"1104","Srirattana2017_SF3",NA,"ARL2","511349","ADP ribosylation factor like GTPase 2",NA,48.6713201,"Up",0.0271,"Cytoplasm","enzyme",1,0,1,1,48.6713201
"1105","Srirattana2017_SF3",NA,"HNRNPA2B1","507564","heterogeneous nuclear ribonucleoprotein A2/B1",NA,2.498392251,"Down",0.0271,"Nucleus","other",1,0,1,1,-2.498392251
"1106","Srirattana2017_SF3",NA,"IBTK","540885","inhibitor of Bruton tyrosine kinase",NA,3.647732662,"Down",0.0271,"Cytoplasm","other",1,0,1,1,-3.647732662
"1107","Srirattana2017_SF3",NA,"MCC","616704","mutated in colorectal cancers",NA,40.16870372,"Up",0.0271,"Cytoplasm","other",1,0,1,1,40.16870372
"1108","Srirattana2017_SF3",NA,"NCL","497013","nucleolin",NA,2.414961183,"Down",0.0271,"Nucleus","other",1,0,1,1,-2.414961183
"1109","Srirattana2017_SF3",NA,"PHF19","532056","PHD finger protein 19",NA,75.00942616,"Up",0.0271,"Nucleus","other",1,0,1,1,75.00942616
"1110","Srirattana2017_SF3",NA,"RHOQ","100139988","ras homolog family member Q",NA,4.931409302,"Down",0.0271,"Plasma Membrane","enzyme",1,0,1,1,-4.931409302
"1111","Srirattana2017_SF3",NA,"RICTOR","527459","RPTOR independent companion of MTOR complex 2",NA,2.924114897,"Down",0.0271,"Cytoplasm","other",1,0,1,1,-2.924114897
"1112","Srirattana2017_SF3",NA,"SMAD5","768050","SMAD family member 5",NA,5.559672879,"Down",0.0271,"Nucleus","transcription regulator",1,0,1,1,-5.559672879
"1113","Srirattana2017_SF3",NA,"YTHDF1","538525","YTH N6-methyladenosine RNA binding protein 1",NA,19.31968946,"Up",0.0271,"Other","other",1,0,1,1,19.31968946
"1114","Srirattana2017_SF3",NA,"CORO7","527934","coronin 7",NA,38.31931855,"Up",0.0273,"Cytoplasm","other",1,0,1,1,38.31931855
"1115","Srirattana2017_SF3",NA,"DNAJB9","614588","DnaJ heat shock protein family (Hsp40) member B9",NA,3.518596304,"Down",0.0273,"Nucleus","other",1,0,1,1,-3.518596304
"1116","Srirattana2017_SF3",NA,"TES","534965","testin LIM domain protein",NA,3.412904392,"Down",0.0273,"Plasma Membrane","other",1,0,1,1,-3.412904392
"1117","Srirattana2017_SF3",NA,"CLN6","617615","ceroid-lipofuscinosis, neuronal 6, late infantile, variant",NA,56.92537559,"Up",0.0278,"Cytoplasm","other",1,0,1,1,56.92537559
"1118","Srirattana2017_SF3",NA,"ACTN1","524770","actinin alpha 1",NA,3.528365461,"Up",0.0282,"Cytoplasm","transcription regulator",1,0,1,1,3.528365461
"1119","Srirattana2017_SF3",NA,"ARRB2","281638","arrestin beta 2",NA,39.7807894,"Up",0.0282,"Cytoplasm","other",1,0,1,1,39.7807894
"1120","Srirattana2017_SF3",NA,"CEP290","282707","centrosomal protein 290",NA,3.800001531,"Down",0.0282,"Cytoplasm","transcription regulator",1,0,1,1,-3.800001531
"1121","Srirattana2017_SF3",NA,"FHL3","504795","four and a half LIM domains 3",NA,71.70490971,"Up",0.0282,"Plasma Membrane","other",1,0,1,1,71.70490971
