DataSet,n,GeneSymbol,GeneID,GeneName,Chr,FoldChange,Regulation,FDR,Location,Type,Depleted,SCNT,miNT,TSA
Srirattana2017_SF3,,TAGLN2,282379,transgelin 2,,3.47737824,Up,0.0334,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,TM4SF1,533038,transmembrane 4 L six family member 1,,9.292069855,Down,0.0334,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF3,,CYCS,510767,"cytochrome c, somatic",,7.563216934,Down,0.0347,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,MAF1,512498,"MAF1 homolog, negative regulator of RNA polymerase III",,45.63282296,Up,0.0349,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,ATAD1,506045,"ATPase family, AAA domain containing 1",,2.838246712,Down,0.0351,Other,enzyme,1,0,1,1
Srirattana2017_SF3,,B3GNT6,540848,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6",,46.55938188,Up,0.0351,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,CD9,280746,CD9 molecule,,2.45206972,Down,0.0351,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF3,,CHD9,539275,chromodomain helicase DNA binding protein 9,,2.694467154,Down,0.0351,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,FAM208A,510095,family with sequence similarity 208 member A,,2.334316204,Down,0.0351,Other,other,1,0,1,1
Srirattana2017_SF3,,LPGAT1,541208,lysophosphatidylglycerol acyltransferase 1,,5.08060393,Down,0.0351,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,PNISR,768209,PNN interacting serine and arginine rich protein,,3.26028933,Down,0.0351,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,POP7,617906,"POP7 homolog, ribonuclease P/MRP subunit",,35.75318842,Up,0.0351,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,PQLC3,506958,PQ loop repeat containing 3,,3.980638887,Down,0.0351,Other,other,1,0,1,1
Srirattana2017_SF3,,PTPRA,100138017,"protein tyrosine phosphatase, receptor type A",,3.273876726,Up,0.0351,Plasma Membrane,phosphatase,1,0,1,1
Srirattana2017_SF3,,RSU1,617534,Ras suppressor protein 1,,2.86195304,Down,0.0351,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,SH3D21,504513,SH3 domain containing 21,,4.201778176,Up,0.0351,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,XPNPEP2,504822,X-prolyl aminopeptidase 2,,3.365917929,Up,0.0351,Plasma Membrane,peptidase,1,0,1,1
Srirattana2017_SF3,,CHID1,504781,chitinase domain containing 1,,27.58859344,Up,0.0354,Extracellular Space,other,1,0,1,1
Srirattana2017_SF3,,DNAJB11,506316,DnaJ heat shock protein family (Hsp40) member B11,,2.396618043,Down,0.0354,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,HSPA5,415113,heat shock protein family A (Hsp70) member 5,,2.264197804,Down,0.0354,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,INPP5D,507329,inositol polyphosphate-5-phosphatase D,,23.11888637,Up,0.0354,Cytoplasm,phosphatase,1,0,1,1
Srirattana2017_SF3,,MAGI3,532952,"membrane associated guanylate kinase, WW and PDZ domain containing 3",,2.350552657,Down,0.0354,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF3,,TAX1BP1,535589,Tax1 binding protein 1,,2.231478645,Down,0.0354,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,TMED5,534351,transmembrane p24 trafficking protein 5,,3.197623321,Down,0.0354,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,NLRX1,539974,NLR family member X1,,37.92296867,Up,0.0356,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,THOC2,507738,THO complex 2,,2.538541772,Down,0.0356,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,PSKH1,509656,protein serine kinase H1,,32.62712586,Up,0.0357,Nucleus,kinase,1,0,1,1
Srirattana2017_SF3,,GLG1,281196,golgi glycoprotein 1,,3.099423724,Up,0.0361,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,RABGGTA,516619,Rab geranylgeranyltransferase alpha subunit,,33.84803084,Up,0.0361,Extracellular Space,enzyme,1,0,1,1
Srirattana2017_SF3,,VBP1,508727,VHL binding protein 1,,2.421666168,Down,0.0361,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,MYO1C,281937,myosin IC,,8.322402132,Up,0.0362,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,CRAMP1L,NA,cramped chromatin regulator homolog 1,,31.03878113,Up,0.0367,Other,other,1,0,1,1
Srirattana2017_SF3,,KLF12,100140477,Kruppel like factor 12,,44.69371304,Up,0.0367,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,PTBP2,537341,polypyrimidine tract binding protein 2,,7.056730922,Down,0.0367,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,SCARA5,516087,scavenger receptor class A member 5,,54.72013939,Up,0.0367,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,CCDC59,615189,coiled-coil domain containing 59,,3.222097164,Down,0.0368,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,MRM1,526282,mitochondrial rRNA methyltransferase 1,,37.11678894,Up,0.0368,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,SEPT7,408000,NA,,2.284692494,Down,0.0369,NA,NA,1,0,1,1
Srirattana2017_SF3,,CNOT4,540891,CCR4-NOT transcription complex subunit 4,,4.743657998,Down,0.0369,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,HTATSF1,526910,HIV-1 Tat specific factor 1,,2.68328445,Down,0.0369,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,LCORL,540095,ligand dependent nuclear receptor corepressor like,,4.098227292,Down,0.0369,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,NCOA4,525329,nuclear receptor coactivator 4,,2.371828999,Down,0.0369,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,NUP214,784219,nucleoporin 214,,2.494931144,Up,0.0369,Nucleus,transporter,1,0,1,1
Srirattana2017_SF3,,PRRG4,616767,proline rich and Gla domain 4,,3.939465772,Down,0.0369,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF3,,TFIP11,509349,tuftelin interacting protein 11,,35.65419683,Up,0.0369,Extracellular Space,other,1,0,1,1
Srirattana2017_SF3,,ARID4A,531515,AT-rich interaction domain 4A,,3.267075964,Down,0.0371,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,S100A16,505679,S100 calcium binding protein A16,,4.688089135,Up,0.0371,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,SLAIN2,534203,SLAIN motif family member 2,,2.893869772,Down,0.0371,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,TSPAN13,526460,tetraspanin 13,,4.678350656,Down,0.0371,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF3,,DNM2,511691,dynamin 2,,9.599771059,Up,0.0372,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF3,,ZRANB2,508905,zinc finger RANBP2-type containing 2,,2.46058269,Down,0.0377,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,DYNLL2,540369,dynein light chain LC8-type 2,,2.881859498,Up,0.0378,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,THOC7,510250,THO complex 7,,3.427127819,Down,0.0378,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,VPS51,525567,"VPS51, GARP complex subunit",,27.0395643,Up,0.0378,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,SMARCA4,414274,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 4",,6.925892524,Up,0.0379,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,USO1,317724,USO1 vesicle transport factor,,2.450370664,Down,0.0379,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,KIAA1715,533298,"lunapark, ER junction formation factor",,3.031433133,Down,0.0381,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,CDC27,540660,cell division cycle 27,,2.899893666,Down,0.0382,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,CDIPT,515135,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,,24.82978734,Up,0.0382,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,C1GALT1,539417,"core 1 synthase, glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1",,3.467750254,Down,0.0385,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF3,,UCHL3,520170,ubiquitin C-terminal hydrolase L3,,3.071620539,Down,0.0385,Cytoplasm,peptidase,1,0,1,1
Srirattana2017_SF3,,RBM34,537542,RNA binding motif protein 34,,2.770218936,Down,0.0387,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,FASN,281152,fatty acid synthase,,4.789914818,Up,0.0388,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,APRT,519017,adenine phosphoribosyltransferase,,33.56765848,Up,0.039,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,MYL9,505964,myosin light chain 9,,4.469148552,Up,0.039,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,ATP13A3,523889,ATPase 13A3,,3.035638506,Down,0.0391,Extracellular Space,transporter,1,0,1,1
Srirattana2017_SF3,,DNAJB4,541274,DnaJ heat shock protein family (Hsp40) member B4,,4.19595731,Down,0.0391,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,BCAP29,511018,B-cell receptor-associated protein 29,,14.24121173,Down,0.0393,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,LIN7C,510125,"lin-7 homolog C, crumbs cell polarity complex component",,2.863937482,Down,0.0393,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,GCGR,515433,glucagon receptor,,42.37084513,Up,0.04,Plasma Membrane,G-protein coupled receptor,1,0,1,1
Srirattana2017_SF3,,BMPR1A,404101,bone morphogenetic protein receptor type 1A,,3.305801273,Down,0.0401,Plasma Membrane,kinase,1,0,1,1
Srirattana2017_SF3,,CHD1,505123,chromodomain helicase DNA binding protein 1,,2.314980434,Down,0.0401,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,EFTUD2,509425,elongation factor Tu GTP binding domain containing 2,,9.29851286,Up,0.0401,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,FAM122B,787049,family with sequence similarity 122B,,4.016670173,Down,0.0401,Other,other,1,0,1,1
Srirattana2017_SF3,,LOC534630,534630,NA,,3.829085833,Down,0.0401,NA,NA,1,0,1,1
Srirattana2017_SF3,,MGLL,505290,monoglyceride lipase,,52.74637344,Up,0.0401,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF3,,PIK3R2,282308,phosphoinositide-3-kinase regulatory subunit 2,,41.1266028,Up,0.0401,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF3,,PIP5K1C,508819,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma,,29.14143467,Up,0.0401,Plasma Membrane,kinase,1,0,1,1
Srirattana2017_SF3,,RAB21,507488,"RAB21, member RAS oncogene family",,3.027233586,Down,0.0401,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,TIMM44,528165,translocase of inner mitochondrial membrane 44,,28.68053439,Up,0.0401,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,ULK1,526310,unc-51 like autophagy activating kinase 1,,21.45140147,Up,0.0401,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF3,,ZDHHC6,514158,zinc finger DHHC-type containing 6,,2.414961183,Down,0.0401,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,GTF2A1,785612,general transcription factor IIA subunit 1,,2.595477534,Down,0.0404,Cytoplasm,transcription regulator,1,0,1,1
Srirattana2017_SF3,,TMEM127,513620,transmembrane protein 127,,33.68419695,Up,0.0409,Other,other,1,0,1,1
Srirattana2017_SF3,,DMAP1,508127,DNA methyltransferase 1 associated protein 1,,32.9909862,Up,0.0413,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,DHRS11,510264,dehydrogenase/reductase 11,,16.43842303,Up,0.0414,Other,other,1,0,1,1
Srirattana2017_SF3,,NRAS,506322,neuroblastoma RAS viral oncogene homolog,,2.305372694,Down,0.0416,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF3,,SLC31A1,518976,solute carrier family 31 member 1,,2.046274939,Up,0.0421,Plasma Membrane,transporter,1,0,1,1
Srirattana2017_SF3,,CEP170,529230,centrosomal protein 170,,2.850075228,Down,0.0425,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,DOLK,526844,dolichol kinase,,18.71340262,Up,0.0425,Cytoplasm,kinase,1,0,1,1
Srirattana2017_SF3,,PRPF39,505547,pre-mRNA processing factor 39,,2.488023307,Down,0.0428,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,RNF145,534282,ring finger protein 145,,4.109605758,Down,0.0428,Other,other,1,0,1,1
Srirattana2017_SF3,,ZCCHC11,528986,zinc finger CCHC-type containing 11,,2.507066041,Down,0.0428,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,MAT2A,527403,methionine adenosyltransferase 2A,,2.436820527,Down,0.0431,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,URB1,530483,URB1 ribosome biogenesis 1 homolog (S. cerevisiae),,35.50622311,Up,0.0431,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,EIF2A,614746,eukaryotic translation initiation factor 2A,,2.450370664,Down,0.0433,Cytoplasm,translation regulator,1,0,1,1
Srirattana2017_SF3,,ARMC9,536462,armadillo repeat containing 9,,38.80041021,Up,0.0439,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,FBXO11,508172,F-box protein 11,,2.561519723,Down,0.0442,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,RRAS2,519269,related RAS viral (r-ras) oncogene homolog 2,,2.196185628,Down,0.0442,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF3,,ANXA6,327685,annexin A6,,4.067098693,Up,0.0443,Plasma Membrane,ion channel,1,0,1,1
Srirattana2017_SF3,,CNN3,538975,calponin 3,,4.688089135,Down,0.0443,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,FGD1,100124501,"FYVE, RhoGEF and PH domain containing 1",,32.6497491,Up,0.0443,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,MTDH,509788,metadherin,,2.220677667,Down,0.0443,Cytoplasm,transcription regulator,1,0,1,1
Srirattana2017_SF3,,NICN1,614730,nicolin 1,,5.205367422,Up,0.0443,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,ORC4,529245,origin recognition complex subunit 4,,3.635112466,Down,0.0443,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,RBMX2,613705,"RNA binding motif protein, X-linked 2",,2.869899069,Down,0.0443,Other,other,1,0,1,1
Srirattana2017_SF3,,SIRT1,613629,sirtuin 1,,2.295804828,Down,0.0443,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,VCL,783645,vinculin,,2.229932437,Down,0.0443,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF3,,ZMYM1,527379,zinc finger MYM-type containing 1,,2.590085998,Down,0.0443,Other,other,1,0,1,1
Srirattana2017_SF3,,ACER3,615110,alkaline ceramidase 3,,3.347304971,Down,0.0445,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,B4GALT6,524460,"beta-1,4-galactosyltransferase 6",,3.331103084,Down,0.0445,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,L3MBTL2,513297,L3MBTL2 polycomb repressive complex 1 subunit,,18.5326849,Up,0.0445,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,MRPL54,511926,mitochondrial ribosomal protein L54,,24.98516776,Up,0.0445,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,MSRB1,618441,methionine sulfoxide reductase B1,,29.10106406,Up,0.0445,Other,other,1,0,1,1
Srirattana2017_SF3,,PBX3,539222,PBX homeobox 3,,6.37312077,Down,0.0445,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,PQBP1,534894,polyglutamine binding protein 1,,25.4219008,Up,0.0445,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,SCEL,784362,sciellin,,3.142690067,Down,0.0445,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,SRP19,514960,signal recognition particle 19,,3.050403307,Down,0.0445,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,STUB1,504565,STIP1 homology and U-box containing protein 1,,12.4321163,Up,0.0445,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,SUMO1,614967,small ubiquitin-like modifier 1,,2.828427125,Down,0.0445,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,TPR,507869,"translocated promoter region, nuclear basket protein",,2.20992897,Down,0.0445,Nucleus,transporter,1,0,1,1
Srirattana2017_SF3,,USP16,519992,ubiquitin specific peptidase 16,,2.565073206,Down,0.0445,Cytoplasm,peptidase,1,0,1,1
Srirattana2017_SF3,,SF3A2,789082,splicing factor 3a subunit 2,,23.55562979,Up,0.045,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,TOB1,768016,"transducer of ERBB2, 1",,3.271608234,Down,0.045,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,BRD7,526153,bromodomain containing 7,,2.319799309,Down,0.0455,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,KDM5C,281490,lysine demethylase 5C,,5.403896338,Up,0.0455,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,BOD1L,NA,biorientation of chromosomes in cell division 1 like 1,,2.370185542,Down,0.0456,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,SERGEF,534377,secretion regulating guanine nucleotide exchange factor,,26.53822547,Up,0.0457,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,CNOT6,534707,CCR4-NOT transcription complex subunit 6,,2.615342697,Down,0.0458,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,ACTB,280979,actin beta,,2.122846418,Up,0.0462,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,COMMD9,510280,COMM domain containing 9,,31.03878113,Up,0.0462,Other,other,1,0,1,1
Srirattana2017_SF3,,ESF1,533375,ESF1 nucleolar pre-rRNA processing protein homolog,,3.602503919,Down,0.0462,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,FEM1A,516550,fem-1 homolog A,,24.64118958,Up,0.0462,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,KLHL20,511387,kelch like family member 20,,3.58258268,Down,0.0462,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF3,,MPRIP,533979,myosin phosphatase Rho interacting protein,,24.96785537,Up,0.0462,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,MRPL46,540720,mitochondrial ribosomal protein L46,,18.59702572,Up,0.0462,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,NBN,522943,nibrin,,2.952628811,Down,0.0462,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,NSA2,522309,"NSA2, ribosome biogenesis homolog",,3.729545946,Down,0.0462,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,PPA1,280701,pyrophosphatase (inorganic) 1,,3.403454918,Down,0.0462,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,RNASEH2A,512830,ribonuclease H2 subunit A,,14.70260614,Up,0.0462,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,SLC39A14,515437,solute carrier family 39 member 14,,4.181440401,Up,0.0462,Plasma Membrane,transporter,1,0,1,1
Srirattana2017_SF3,,SLC7A5,282369,solute carrier family 7 member 5,,15.28452698,Up,0.0462,Plasma Membrane,transporter,1,0,1,1
Srirattana2017_SF3,,C3H1orf123,517857,NA,,3.950403446,Up,0.0464,NA,NA,1,0,1,1
Srirattana2017_SF3,,DCTN6,513751,dynactin subunit 6,,2.474264957,Down,0.0464,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,DLX4,516030,distal-less homeobox 4,,29.8984751,Up,0.0468,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,EOGT,508782,EGF domain specific O-linked N-acetylglucosamine transferase,,4.190144508,Down,0.0469,Extracellular Space,enzyme,1,0,1,1
Srirattana2017_SF3,,ABHD17B,781153,abhydrolase domain containing 17B,,3.750284386,Down,0.0477,Other,peptidase,1,0,1,1
Srirattana2017_SF3,,ASUN,541109,"asunder, spermatogenesis regulator",,3.310387264,Down,0.0477,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,BAP1,100124510,BRCA1 associated protein 1,,29.50729977,Up,0.0477,Nucleus,peptidase,1,0,1,1
Srirattana2017_SF3,,BCL2L1,282152,BCL2 like 1,,8.963113714,Up,0.0477,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,C5H12orf45,616791,NA,,3.678200185,Down,0.0477,NA,NA,1,0,1,1
Srirattana2017_SF3,,DCPS,282640,"decapping enzyme, scavenger",,29.73314158,Up,0.0477,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,FIP1L1,100138550,factor interacting with PAPOLA and CPSF1,,2.26891097,Down,0.0477,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,GDPD5,532719,glycerophosphodiester phosphodiesterase domain containing 5,,12.62314945,Up,0.0477,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF3,,LAMP1,281897,lysosomal associated membrane protein 1,,4.789914818,Up,0.0477,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF3,,MBNL1,781653,muscleblind like splicing regulator 1,,5.958709852,Down,0.0477,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,MYH9,404108,"myosin, heavy chain 9, non-muscle",,2.822551687,Up,0.0477,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,ODF2L,533508,outer dense fiber of sperm tails 2 like,,3.901421846,Down,0.0477,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,OGG1,520497,8-oxoguanine DNA glycosylase,,23.76884673,Up,0.0477,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,OSTC,768033,oligosaccharyltransferase complex non-catalytic subunit,,2.733974904,Down,0.0477,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,PIAS1,509231,protein inhibitor of activated STAT 1,,2.248557848,Down,0.0477,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,PLSCR4,539290,phospholipid scramblase 4,,3.747685787,Down,0.0477,Plasma Membrane,enzyme,1,0,1,1
Srirattana2017_SF3,,POLA2,514793,"DNA polymerase alpha 2, accessory subunit",,20.19603251,Up,0.0477,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,SGSM3,767820,small G protein signaling modulator 3,,29.20209563,Up,0.0477,Plasma Membrane,other,1,0,1,1
Srirattana2017_SF3,,SKA2,615847,spindle and kinetochore associated complex subunit 2,,3.012580933,Down,0.0477,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,SLC25A11,282523,solute carrier family 25 member 11,,22.95919255,Up,0.0477,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,SPRYD4,539560,SPRY domain containing 4,,21.45140147,Up,0.0477,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,ZNF638,517669,zinc finger protein 638,,1.956126947,Down,0.0477,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,AP3S1,536359,adaptor related protein complex 3 sigma 1 subunit,,4.783279187,Down,0.0479,Cytoplasm,transporter,1,0,1,1
Srirattana2017_SF3,,DDX5,533700,DEAD-box helicase 5,,2.002774511,Down,0.0479,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,MYCBP,539291,MYC binding protein,,2.905930099,Down,0.0479,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,TMEM33,614879,transmembrane protein 33,,2.340797283,Down,0.0479,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,TXNIP,506790,thioredoxin interacting protein,,22.33137223,Up,0.0479,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,ASRGL1,767970,asparaginase like 1,,3.640155296,Up,0.048,Cytoplasm,enzyme,1,0,1,1
Srirattana2017_SF3,,PPP3CC,533527,protein phosphatase 3 catalytic subunit gamma,,2.995921869,Down,0.048,Cytoplasm,phosphatase,1,0,1,1
Srirattana2017_SF3,,ERC1,519271,ELKS/RAB6-interacting/CAST family member 1,,6.342273093,Up,0.0483,Cytoplasm,other,1,0,1,1
Srirattana2017_SF3,,DYNC1H1,537748,dynein cytoplasmic 1 heavy chain 1,,3.572663409,Up,0.0484,Cytoplasm,peptidase,1,0,1,1
Srirattana2017_SF3,,ZFP36L2,767898,ZFP36 ring finger protein like 2,,2.696335463,Down,0.0484,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,DCUN1D4,538195,defective in cullin neddylation 1 domain containing 4,,7.862564788,Down,0.0485,Nucleus,other,1,0,1,1
Srirattana2017_SF3,,FBXO5,515080,F-box protein 5,,3.095129987,Down,0.0485,Nucleus,enzyme,1,0,1,1
Srirattana2017_SF3,,MOSPD3,506163,motile sperm domain containing 3,,11.28238368,Up,0.0485,Other,other,1,0,1,1
Srirattana2017_SF3,,HMGA1,618849,high mobility group AT-hook 1,,3.244508622,Up,0.0486,Nucleus,transcription regulator,1,0,1,1
Srirattana2017_SF3,,ABCF3,530975,ATP binding cassette subfamily F member 3,,30.2948362,Up,0.0499,Other,transporter,1,0,1,1
Srirattana2017_SF3,,GLIPR2,538565,GLI pathogenesis related 2,,2.867910496,Down,0.0499,Cytoplasm,other,1,0,1,1
